ontology,semantic_block_id,semantic_block_name,root_node,semantic_cluster_id,n_terms,representative_go_ids,representative_terms,cluster_method,semantic_similarity_cutoff,semantic_block_n_terms,preblock_method,preblock_go_id
BP,BP_GO_0043067,regulation of programmed cell death,BP_UNSPECIFIED,BP_GO_0043067_unmapped_1,1,GO:0160020,GO:0160020,singleton_not_in_semdata,0.7,5,go_ancestor_prepartition,GO:0043067
BP,BP_GO_0043069,negative regulation of programmed cell death,biological_process,BP_GO_0043069_1,2,GO:0043069; GO:0110076,negative regulation of programmed cell death; negative regulation of ferroptosis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0043069
BP,BP_GO_0043069,negative regulation of programmed cell death,biological_process,BP_GO_0043069_2,1,GO:0060546,negative regulation of necroptotic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0043069
BP,BP_GO_0043069,negative regulation of programmed cell death,biological_process,BP_GO_0043069_3,1,GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0043069
BP,BP_GO_0043269,regulation of monoatomic ion transport,biological_process,BP_GO_0043269_singleton_1,1,GO:0043270,positive regulation of ion transport,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0043269
BP,BP_GO_0043412,macromolecule modification,biological_process,BP_GO_0043412_1,5,GO:0001510; GO:0001522; GO:0009451; GO:0016554; GO:1900864,RNA methylation; pseudouridine synthesis; RNA modification; cytidine to uridine editing; mitochondrial RNA modification,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0043412
BP,BP_GO_0043412,macromolecule modification,biological_process,BP_GO_0043412_2,1,GO:0097503,sialylation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0043412
BP,BP_GO_0043412,macromolecule modification,biological_process,BP_GO_0043412_3,1,GO:0098734,macromolecule depalmitoylation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0043412
BP,BP_GO_0043687,post-translational protein modification,biological_process,BP_GO_0043687_1,3,GO:0043687; GO:0070212; GO:0070213,post-translational protein modification; protein poly-ADP-ribosylation; protein auto-ADP-ribosylation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3,go_ancestor_prepartition,GO:0043687
BP,BP_GO_0043933,protein-containing complex organization,biological_process,BP_GO_0043933_1,1,GO:0006999,nuclear pore organization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0043933
BP,BP_GO_0043933,protein-containing complex organization,biological_process,BP_GO_0043933_2,4,GO:0034371; GO:0034372; GO:0034374; GO:0034375,chylomicron remodeling; very-low-density lipoprotein particle remodeling; low-density lipoprotein particle remodeling; high-density lipoprotein particle remodeling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0043933
BP,BP_GO_0043933,protein-containing complex organization,biological_process,BP_GO_0043933_3,1,GO:0043933,protein-containing complex subunit organization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0043933
BP,BP_GO_0044057,regulation of system process,biological_process,BP_GO_0044057_1,1,GO:0031643,positive regulation of myelination,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3,go_ancestor_prepartition,GO:0044057
BP,BP_GO_0044057,regulation of system process,biological_process,BP_GO_0044057_2,2,GO:0051930; GO:1904058,regulation of sensory perception of pain; positive regulation of sensory perception of pain,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,3,go_ancestor_prepartition,GO:0044057
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_1,1,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_2,3,GO:0031334; GO:0033625; GO:0043254,positive regulation of protein-containing complex assembly; positive regulation of integrin activation; regulation of protein-containing complex assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_3,1,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_4,2,GO:0062028; GO:1902115,regulation of stress granule assembly; regulation of organelle assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_5,1,GO:1901203,positive regulation of extracellular matrix assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044087,regulation of cellular component biogenesis,biological_process,BP_GO_0044087_6,1,GO:1902996,regulation of neurofibrillary tangle assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,9,go_ancestor_prepartition,GO:0044087
BP,BP_GO_0044281,small molecule metabolic process,biological_process,BP_GO_0044281_1,1,GO:0000050,urea cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0044281
BP,BP_GO_0044281,small molecule metabolic process,biological_process,BP_GO_0044281_2,1,GO:0006730,one-carbon metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0044281
BP,BP_GO_0044281,small molecule metabolic process,biological_process,BP_GO_0044281_3,1,GO:0035999,tetrahydrofolate interconversion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0044281
BP,BP_GO_0044281,small molecule metabolic process,biological_process,BP_GO_0044281_4,1,GO:0044281,small molecule metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0044281
BP,BP_GO_0044283,small molecule biosynthetic process,biological_process,BP_GO_0044283_1,1,GO:0006744,ubiquinone biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0044283
BP,BP_GO_0044283,small molecule biosynthetic process,biological_process,BP_GO_0044283_2,1,GO:0009449,gamma-aminobutyric acid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0044283
BP,BP_GO_0044283,small molecule biosynthetic process,biological_process,BP_GO_0044283_3,2,GO:0019370; GO:0046456,leukotriene biosynthetic process; icosanoid biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0044283
BP,BP_GO_0044283,small molecule biosynthetic process,biological_process,BP_GO_0044283_4,1,GO:0042866,pyruvate biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,5,go_ancestor_prepartition,GO:0044283
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_1,2,GO:0019076; GO:0046761,viral release from host cell; viral budding from plasma membrane,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_2,1,GO:0031640,killing of cells of other organism,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_3,2,GO:0043922; GO:0043923,negative regulation by host of viral transcription; positive regulation by host of viral transcription,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_4,2,GO:0044794; GO:0044829,positive regulation by host of viral process; positive regulation by host of viral genome replication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_5,2,GO:0044828; GO:0044830,negative regulation by host of viral genome replication; modulation by host of viral RNA genome replication,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_6,1,GO:0046598,positive regulation of viral entry into host cell,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_7,1,GO:0046718,viral entry into host cell,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044419,biological process involved in interspecies interaction between organisms,biological_process,BP_GO_0044419_8,1,GO:0051702,biological process involved in interaction with symbiont,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,12,go_ancestor_prepartition,GO:0044419
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_1,1,GO:0000076,DNA replication checkpoint signaling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_10,1,GO:0031571,mitotic G1 DNA damage checkpoint signaling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_11,1,GO:0044770,cell cycle phase transition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_12,1,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_13,3,GO:1901987; GO:1902806; GO:1902807,regulation of cell cycle phase transition; regulation of cell cycle G1/S phase transition; negative regulation of cell cycle G1/S phase transition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_14,2,GO:1901990; GO:2000045,regulation of mitotic cell cycle phase transition; regulation of G1/S transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_15,2,GO:1901991; GO:2000134,negative regulation of mitotic cell cycle phase transition; negative regulation of G1/S transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_16,1,GO:1902751,positive regulation of cell cycle G2/M phase transition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_17,1,GO:1902808,positive regulation of cell cycle G1/S phase transition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_2,2,GO:0000077; GO:0031573,DNA damage checkpoint signaling; mitotic intra-S DNA damage checkpoint signaling,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_3,1,GO:0000082,G1/S transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_4,1,GO:0000086,G2/M transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_5,3,GO:0007094; GO:0090266; GO:0090267,mitotic spindle assembly checkpoint signaling; regulation of mitotic cell cycle spindle assembly checkpoint; positive regulation of mitotic cell cycle spindle assembly checkpoint,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_6,3,GO:0007095; GO:0033314; GO:0044818,mitotic G2 DNA damage checkpoint signaling; mitotic DNA replication checkpoint signaling; mitotic G2/M transition checkpoint,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_7,1,GO:0010458,exit from mitosis,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_8,1,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0044770,cell cycle phase transition,biological_process,BP_GO_0044770_9,2,GO:0030071; GO:0045842,regulation of mitotic metaphase/anaphase transition; positive regulation of mitotic metaphase/anaphase transition,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,27,go_ancestor_prepartition,GO:0044770
BP,BP_GO_0045087,innate immune response,biological_process,BP_GO_0045087_1,4,GO:0002227; GO:0045087; GO:0061760; GO:0140367,innate immune response in mucosa; innate immune response; antifungal innate immune response; antibacterial innate immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0045087
BP,BP_GO_0045087,innate immune response,biological_process,BP_GO_0045087_2,1,GO:0046597,negative regulation of viral entry into host cell,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0045087
BP,BP_GO_0045087,innate immune response,biological_process,BP_GO_0045087_3,1,GO:0140374,antiviral innate immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,6,go_ancestor_prepartition,GO:0045087
BP,BP_GO_0045088,regulation of innate immune response,biological_process,BP_GO_0045088_1,1,GO:0045088,regulation of innate immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0045088
BP,BP_GO_0045088,regulation of innate immune response,biological_process,BP_GO_0045088_2,1,GO:0060338,regulation of type I interferon-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,2,go_ancestor_prepartition,GO:0045088
BP,BP_GO_0045089,positive regulation of innate immune response,biological_process,BP_GO_0045089_1,4,GO:0002218; GO:0002223; GO:0002752; GO:0045089,activation of innate immune response; stimulatory C-type lectin receptor signaling pathway; cell surface pattern recognition receptor signaling pathway; positive regulation of innate immune response,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045089
BP,BP_GO_0045089,positive regulation of innate immune response,biological_process,BP_GO_0045089_2,5,GO:0002224; GO:0002755; GO:0034142; GO:0035666; GO:0038124,toll-like receptor signaling pathway; MyD88-dependent toll-like receptor signaling pathway; toll-like receptor 4 signaling pathway; TRIF-dependent toll-like receptor signaling pathway; toll-like receptor TLR6:TLR2 signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045089
BP,BP_GO_0045089,positive regulation of innate immune response,biological_process,BP_GO_0045089_3,3,GO:0034121; GO:0034122; GO:0034144,regulation of toll-like receptor signaling pathway; negative regulation of toll-like receptor signaling pathway; negative regulation of toll-like receptor 4 signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045089
BP,BP_GO_0045089,positive regulation of innate immune response,biological_process,BP_GO_0045089_4,2,GO:0034137; GO:0034145,positive regulation of toll-like receptor 2 signaling pathway; positive regulation of toll-like receptor 4 signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045089
BP,BP_GO_0045089,positive regulation of innate immune response,biological_process,BP_GO_0045089_5,1,GO:0060340,positive regulation of type I interferon-mediated signaling pathway,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045089
BP,BP_GO_0045184,establishment of protein localization,biological_process,BP_GO_0045184_1,3,GO:0006605; GO:0006625; GO:0045047,protein targeting; protein targeting to peroxisome; protein targeting to ER,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045184
BP,BP_GO_0045184,establishment of protein localization,biological_process,BP_GO_0045184_2,1,GO:0045184,establishment of protein localization,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045184
BP,BP_GO_0045184,establishment of protein localization,biological_process,BP_GO_0045184_3,3,GO:0070200; GO:0071169; GO:0072594,establishment of protein localization to telomere; establishment of protein localization to chromatin; establishment of protein localization to organelle,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045184
BP,BP_GO_0045321,leukocyte activation,biological_process,BP_GO_0045321_1,3,GO:0042116; GO:0042117; GO:0045321,macrophage activation; monocyte activation; leukocyte activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0045321
BP,BP_GO_0045321,leukocyte activation,biological_process,BP_GO_0045321_2,1,GO:0042119,neutrophil activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0045321
BP,BP_GO_0045595,regulation of cell differentiation,biological_process,BP_GO_0045595_1,4,GO:0045595; GO:0045598; GO:0045667; GO:2000736,regulation of cell differentiation; regulation of fat cell differentiation; regulation of osteoblast differentiation; regulation of stem cell differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0045595
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_1,3,GO:0007406; GO:0050768; GO:0060253,negative regulation of neuroblast proliferation; negative regulation of neurogenesis; negative regulation of glial cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_2,5,GO:0010745; GO:0045596; GO:0045599; GO:1904761; GO:2000737,negative regulation of macrophage derived foam cell differentiation; negative regulation of cell differentiation; negative regulation of fat cell differentiation; negative regulation of myofibroblast differentiation; negative regulation of stem cell differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_3,2,GO:0032331; GO:0061182,negative regulation of chondrocyte differentiation; negative regulation of chondrocyte development,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_4,1,GO:0045662,negative regulation of myoblast differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_5,1,GO:0045665,negative regulation of neuron differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_6,1,GO:0045668,negative regulation of osteoblast differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_7,1,GO:0048715,negative regulation of oligodendrocyte differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045596,negative regulation of cell differentiation,biological_process,BP_GO_0045596_8,1,GO:1902037,negative regulation of hematopoietic stem cell differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,15,go_ancestor_prepartition,GO:0045596
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_1,3,GO:0010744; GO:0045597; GO:0045669,positive regulation of macrophage derived foam cell differentiation; positive regulation of cell differentiation; positive regulation of osteoblast differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_2,1,GO:0032332,positive regulation of chondrocyte differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_3,2,GO:0045600; GO:0090336,positive regulation of fat cell differentiation; positive regulation of brown fat cell differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_4,1,GO:0045666,positive regulation of neuron differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_5,1,GO:0051891,positive regulation of cardioblast differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045597,positive regulation of cell differentiation,biological_process,BP_GO_0045597_6,2,GO:2000738; GO:2000741,positive regulation of stem cell differentiation; positive regulation of mesenchymal stem cell differentiation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,10,go_ancestor_prepartition,GO:0045597
BP,BP_GO_0045785,positive regulation of cell adhesion,biological_process,BP_GO_0045785_1,3,GO:0001954; GO:0010811; GO:1904906,positive regulation of cell-matrix adhesion; positive regulation of cell-substrate adhesion; positive regulation of endothelial cell-matrix adhesion via fibronectin,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045785
BP,BP_GO_0045785,positive regulation of cell adhesion,biological_process,BP_GO_0045785_2,2,GO:0033630; GO:0045785,positive regulation of cell adhesion mediated by integrin; positive regulation of cell adhesion,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045785
BP,BP_GO_0045785,positive regulation of cell adhesion,biological_process,BP_GO_0045785_3,1,GO:0051894,positive regulation of focal adhesion assembly,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045785
BP,BP_GO_0045785,positive regulation of cell adhesion,biological_process,BP_GO_0045785_4,1,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0045785
BP,BP_GO_0045934,negative regulation of nucleobase-containing compound metabolic process,biological_process,BP_GO_0045934_1,7,GO:0000122; GO:0010944; GO:0034244; GO:0045892; GO:0060633; GO:1902894; GO:2000143,"negative regulation of transcription by RNA polymerase II; negative regulation of transcription by competitive promoter binding; negative regulation of transcription elongation from RNA polymerase II promoter; negative regulation of transcription, DNA-templated; negative regulation of transcription initiation from RNA polymerase II promoter; negative regulation of pri-miRNA transcription by RNA polymerase II; negative regulation of DNA-templated transcription, initiation",GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:0045934
BP,BP_GO_0045934,negative regulation of nucleobase-containing compound metabolic process,biological_process,BP_GO_0045934_2,1,GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,8,go_ancestor_prepartition,GO:0045934
BP,BP_GO_0046486,glycerolipid metabolic process,biological_process,BP_GO_0046486_1,3,GO:0006641; GO:0046339; GO:0046486,triglyceride metabolic process; diacylglycerol metabolic process; glycerolipid metabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0046486
BP,BP_GO_0046486,glycerolipid metabolic process,biological_process,BP_GO_0046486_2,1,GO:0019432,triglyceride biosynthetic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0046486
BP,BP_GO_0046486,glycerolipid metabolic process,biological_process,BP_GO_0046486_3,3,GO:0019433; GO:0046464; GO:0052651,triglyceride catabolic process; acylglycerol catabolic process; monoacylglycerol catabolic process,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,7,go_ancestor_prepartition,GO:0046486
BP,BP_GO_0046649,lymphocyte activation,biological_process,BP_GO_0046649_1,1,GO:0001771,immunological synapse formation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0046649
BP,BP_GO_0046649,lymphocyte activation,biological_process,BP_GO_0046649_2,2,GO:0030101; GO:0042113,natural killer cell activation; B cell activation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0046649
BP,BP_GO_0046649,lymphocyte activation,biological_process,BP_GO_0046649_3,1,GO:0042100,B cell proliferation,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,4,go_ancestor_prepartition,GO:0046649
BP,BP_GO_0046903,secretion,biological_process,BP_GO_0046903_singleton_1,1,GO:0046717,acid secretion,singleton_one_term,0.7,1,go_ancestor_prepartition,GO:0046903
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_1,1,GO:0006839,mitochondrial transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_10,1,GO:1990542,mitochondrial transmembrane transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_2,3,GO:0006888; GO:0030705; GO:0046907,endoplasmic reticulum to Golgi vesicle-mediated transport; cytoskeleton-dependent intracellular transport; intracellular transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_3,3,GO:0006895; GO:0006896; GO:0090160,Golgi to endosome transport; Golgi to vacuole transport; Golgi to lysosome transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_4,3,GO:0006913; GO:0051168; GO:0051170,nucleocytoplasmic transport; nuclear export; import into nucleus,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_5,3,GO:0007034; GO:0007041; GO:1902774,vacuolar transport; lysosomal transport; late endosome to lysosome transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_6,1,GO:0008333,endosome to lysosome transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
BP,BP_GO_0046907,intracellular transport,biological_process,BP_GO_0046907_7,4,GO:0016197; GO:0032509; GO:0032511; GO:0045324,endosomal transport; endosome transport via multivesicular body sorting pathway; late endosome to vacuole transport via multivesicular body sorting pathway; late endosome to vacuole transport,GOSemSim_Wang_average_within_GO_ancestor_block,0.7,23,go_ancestor_prepartition,GO:0046907
